0,1,2,3,4,5,6,7,8,9,10
519,"Общество с ограниченной ответственностью ""Спецэнергомонтаж""",Является членом,434,22.02.2017 00:00:00,1057747887240,7707558071,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
520,"Общество с ограниченной ответственностью ""Проектно-технологический центр""",Является членом,365,01.12.2016 00:00:00,1050522005280,0522014573,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
521,"Общество с ограниченной ответственностью ""ЭНЕРГОМЕТРОЛОГИЯ""",Является членом,363,01.12.2016 00:00:00,1157746680002,7714348389,300000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
522,"Общество с ограниченной ответственностью ""Современные системы реновации""",Является членом,356,29.11.2016 00:00:00,5147746456040,7729790409,2300000,не превышает десять миллиардов рублей,25000000,составляет десять миллиардов рублей и более
523,"Общество с ограниченной ответственностью ""МеталлМонтаж""",Является членом,1507,27.05.2019 00:00:00,1197746183095,9718132137,100000,не превышает шестьдесят миллионов рублей,0,не указано
524,"Общество с ограниченной ответственностью ""СК ""МОНАЦИТ""",Является членом,1353,20.08.2018 00:00:00,1187746416395,7725491158,100000,не превышает шестьдесят миллионов рублей,0,не указано
525,"Общество с ограниченной ответственностью ""ПРОМГИДРОСЕТИ""",Является членом,1339,20.07.2018 00:00:00,5107746055984,7727737329,500000,не превышает пятьсот миллионов рублей,2500000,не превышает пятьсот миллионов рублей
526,"Общество с ограниченной ответственностью ""Проджект лайн""",Является членом,1332,18.07.2018 00:00:00,1107746460249,7705919710,500000,не превышает пятьсот миллионов рублей,0,не указано
527,"Общество с ограниченной ответственностью ""Строительная Компания УМ СТРОЙ""",Является членом,1320,05.07.2018 00:00:00,1177746541081,7716859780,500000,не превышает пятьсот миллионов рублей,0,не указано
528,"Общество с ограниченной ответственностью ""НЕБОСКРЕБ ГРУПП""",Является членом,1318,03.07.2018 00:00:00,1157746555647,7733238504,1500000,не превышает три миллиарда рублей,0,не указано
529,"Общество с ограниченной ответственностью ""Вельт Групп""",Является членом,1562,30.10.2019 00:00:00,1057747392196,7709617526,100000,не превышает шестьдесят миллионов рублей,0,не указано
530,"Общество с ограниченной ответственностью ""Вертикаль""",Является членом,1612,27.03.2020 00:00:00,1067746736144,7726543352,2000000,не превышает десять миллиардов рублей,0,не указано
531,"Общество с ограниченной ответственностью ""Мост""",Является членом,1448,31.01.2019 00:00:00,1155543005078,5504037810,5000000,составляет десять миллиардов рублей и более,25000000,составляет десять миллиардов рублей и более
532,"Общество с ограниченной ответственностью ""СПРУТ""",Является членом,144,12.08.2009 00:00:00,1037739064846,7719025776,300000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
533,"Общество с ограниченной ответственностью ""Опытный завод резино-технических изделий"" ",Исключен,363,01.12.2010 00:00:00,1047704037193,7704270461,не указано,не указано,300000,не указано
534,"Общество с ограниченной ответственностью ""СтройСтандарт""",Исключен,392,03.12.2009 00:00:00,5067746370434,7701677273,500000,не превышает пятьсот миллионов рублей,0,не указано
535,"Общество с ограниченной ответственностью ""Теплоэнерготехника""",Исключен,181,22.09.2009 00:00:00,1027700187393,7721133056,не указано,не указано,1000000,не указано
536,"Общество с ограниченной ответственностью ""Вентэл Инжиниринг""",Исключен,355,27.11.2009 00:00:00,1047796489344,7719521012,не указано,не указано,300000,не указано
537,"Общество с ограниченной ответственностью ""АТИВЭЛЛБОР""",Исключен,149,16.08.2012 00:00:00,5087746425256,7714758593,не указано,не указано,300000,не указано
538,"Общество с ограниченной ответственностью ""ОлимпСитиСтрой""",Исключен,7,12.02.2009 00:00:00,1067746433204,7719585979,не указано,не указано,300000,не указано
539,"Общество с ограниченной ответственностью ""Первая эксплуатационная служба""",Исключен,203,30.10.2013 00:00:00,1027739353839,7714208085,не указано,не указано,300000,не указано
540,"Общество с ограниченной ответственностью ""ЛАД Системс""",Исключен,174,29.01.2013 00:00:00,1117746596989,7729687874,не указано,не указано,300000,не указано
541,"Общество с ограниченной ответственностью ""Финсал""",Исключен,60,12.02.2009 00:00:00,1077761641320,7701750614,не указано,не указано,300000,не указано
542,"Общество с ограниченной ответственностью ""Шесть Сигм""",Исключен,359,30.11.2009 00:00:00,5077746448489,7734561789,не указано,не указано,300000,не указано
543,"Общество с ограниченной ответственностью ""ЛИАН""",Исключен,397,08.12.2009 00:00:00,1037739861422,7701501590,не указано,не указано,300000,не указано
544,"Общество с ограниченной ответственностью ""ЮниКонс""",Исключен,68,12.02.2009 00:00:00,1087746712866,7701787501,не указано,не указано,300000,не указано
545,"Закрытое акционерное общество ""Энергетическая внедренческая компания ""Схема""",Исключен,263,06.11.2009 00:00:00,1037735003382,7735118570,не указано,не указано,300000,не указано
546,"Общество с ограниченной ответственностью ""САНСТрой""",Исключен,396,04.12.2009 00:00:00,5067746379740,7705750206,не указано,не указано,300000,не указано
547,"Закрытое акционерное общество ""ИНСОЛ ТЕЛЕКОМ""",Исключен,127,12.02.2009 00:00:00,1037722016705,7722286993,не указано,не указано,300000,не указано
548,"Общество с ограниченной ответственностью ""ПЕРФОРМ""",Исключен,5,12.02.2009 00:00:00,5087746206279,7709806146,не указано,не указано,300000,не указано
549,"Общество с ограниченной ответственностью ""Научно-производственная фирма ""Спецстрой-Изыскания""",Исключен,24,16.03.2011 00:00:00,1097746538350,7727697860,не указано,не указано,300000,не указано
550,"Общество с ограниченной ответственностью ""СТРОЙПРОМИНВЕСТ""",Исключен,246,08.10.2014 00:00:00,1147746930803,7708819696,не указано,не указано,300000,не указано
551,"Общество с ограниченной ответственностью ""Ермак-Строй""",Исключен,307,16.11.2009 00:00:00,1067761262051,7714675562,не указано,не указано,300000,не указано
552,"Общество с ограниченной ответственностью ""СантехСтройМонтаж"" ",Исключен,70,21.01.2010 00:00:00,1077746359228,7707618644,не указано,не указано,300000,не указано
553,"Общество с ограниченной ответственностью ""ТехСтройСервис""",Исключен,399,09.12.2009 00:00:00,1089847064713,7841380917,не указано,не указано,300000,не указано
554,"Общество с ограниченной ответственностью ""МегаСтрой""",Исключен,269,20.05.2010 00:00:00,1067746344720,7703583743,не указано,не указано,300000,не указано
555,"Общество с ограниченной ответственностью ""МИБЕЛ инвест""",Исключен,181,08.05.2013 00:00:00,1027739635351,7710295993,не указано,не указано,300000,не указано
556,"Акционерное общество ""Сайпу""",Исключен,123,12.02.2009 00:00:00,0000000000000,9909131060,не указано,не указано,300000,не указано
557,"Общество с ограниченной ответственностью ""Строительная Компания ""Балтспецстрой""",Исключен,367,30.11.2009 00:00:00,5067746031337,7723581208,не указано,не указано,500000,не указано
558,"Закрытое акционерное общество ""ИННОВАЦИОННОЕ ЭКОНОМИЧНОЕ КАПИТАЛЬНОЕ СТРОИТЕЛЬСТВО""",Исключен,93,22.11.2011 00:00:00,1117746728989,7731413133,не указано,не указано,300000,не указано
559,"Закрытое акционерное общество ""ГРП - сервис плюс""",Исключен,44,12.02.2009 00:00:00,1047796850397,7723524915,не указано,не указано,300000,не указано
560,"Общество с ограниченной ответственностью ""СпецТрансРегионСтрой""",Исключен,429,14.12.2009 00:00:00,1077759080904,7716584448,не указано,не указано,2000000,не указано
561,"Общество с ограниченной ответственностью ""СтройЛидер""",Исключен,52,12.02.2009 00:00:00,1087746206712,7724650581,не указано,не указано,300000,не указано
562,"Общество с ограниченной ответственностью ""Строй Вест""",Исключен,38,12.02.2009 00:00:00,1047796120393,7719509336,не указано,не указано,300000,не указано
563,"Общество с ограниченной ответственностью ""Флагман""",Исключен,49,12.02.2009 00:00:00,1053266077776,3255047579,не указано,не указано,300000,не указано
564,"Общество с ограниченной ответственностью ""Экоматик Балтия""",Исключен,48,12.02.2009 00:00:00,1063906141639,3907054613,не указано,не указано,300000,не указано
565,"Общество с ограниченной ответственностью ""Цифровые телевизионные сети""",Исключен,45,12.02.2009 00:00:00,1067746395870,7709666033,не указано,не указано,300000,не указано
566,"Строительно-монтажное закрытое акционерное общество ""ХАРКОН""",Исключен,65,12.02.2009 00:00:00,0000000000000,9909108537,не указано,не указано,300000,не указано
567,"Общество с ограниченной ответственностью ""Северное ремонтно-строительное объединение""",Исключен,58,12.02.2009 00:00:00,1087847004409,7810538939,не указано,не указано,300000,не указано
568,"Общество с ограниченной ответственностью ""Экопан-Люкс""",Исключен,62,12.02.2009 00:00:00,1077445001050,7445033807,не указано,не указано,300000,не указано
569,"Общество с ограниченной ответственностью ""Идеал - 2001""",Исключен,54,12.02.2009 00:00:00,1021401044631,1435116549,не указано,не указано,300000,не указано
570,"Общество с ограниченной ответственностью ""СВЯЗЬСПЕЦПРОЕКТ""",Исключен,53,12.02.2009 00:00:00,1027700298460,7714242368,не указано,не указано,300000,не указано
571,"Общество с ограниченной ответственностью ""Юг-Электромонтажсервис""",Исключен,81,12.02.2009 00:00:00,1082334000319,2334021701,не указано,не указано,300000,не указано
572,"Закрытое акционерное общество ""ПАЙОР""",Исключен,78,12.02.2009 00:00:00,1037739763577,7737072320,не указано,не указано,300000,не указано
573,"Общество с ограниченной ответственностью ""Строительная компания ""Мегаполис""",Исключен,77,12.02.2009 00:00:00,1087746453651,7710713016,не указано,не указано,300000,не указано
574,"Общество с ограниченной ответственностью ""АрхЛиния""",Исключен,67,12.02.2009 00:00:00,1085024000973,5024094215,не указано,не указано,300000,не указано
575,"Общество с ограниченной ответственностью ""Глобал ТЭК""",Исключен,66,12.02.2009 00:00:00,1078622001435,8622015159,не указано,не указано,300000,не указано
576,"Закрытое акционерное общество ""Проектная мастерская РДК""",Исключен,103,12.02.2009 00:00:00,1087746525240,7713651167,не указано,не указано,300000,не указано
577,"Общество с ограниченной ответственностью ""СГС Индастриал Сервисез РУ""",Исключен,98,12.02.2009 00:00:00,1076316005963,6316123232,не указано,не указано,300000,не указано
578,"Общество с ограниченной ответственностью ""Русская Техническая Корпорация""",Исключен,97,12.02.2009 00:00:00,1097746023572,7730605474,не указано,не указано,300000,не указано
579,"Общество с ограниченной ответственностью ""СГС Индустриал Сервисез ГмбХ""",Исключен,95,12.02.2009 00:00:00,0000000000000,9909260860,не указано,не указано,300000,не указано
580,"Закрытое акционерное общество ""УРЕНГОЙМОНТАЖСПЕЦСТРОЙ""",Исключен,91,12.02.2009 00:00:00,1028900622706,8904030934,не указано,не указано,300000,не указано
581,"Общество с ограниченной ответственностью ""КРУГ""",Исключен,122,12.02.2009 00:00:00,1022300512630,2301002291,не указано,не указано,300000,не указано
582,"Закрытое акционерное общество ""Бизнес Групп""",Исключен,120,12.02.2009 00:00:00,1067746432269,7715596761,не указано,не указано,300000,не указано
583,"Закрытое акционерное общество ""Каскад-Телеком""",Исключен,121,12.02.2009 00:00:00,1037702024910,7702353031,не указано,не указано,300000,не указано
584,"Общество с ограниченной ответственностью ""СОНИКО - ИНТЕП""",Исключен,118,12.02.2009 00:00:00,1037739244729,7708018304,не указано,не указано,300000,не указано
585,"Общество с ограниченной ответственностью ""АльянсСтрой""",Исключен,115,12.02.2009 00:00:00,5077746995101,7702645877,не указано,не указано,300000,не указано
586,"Общество с ограниченной ответственностью ""Строительная компания ""Стройсервис""",Исключен,116,12.02.2009 00:00:00,1038901180867,8913005148,не указано,не указано,300000,не указано
587,"Общество с ограниченной ответственностью ""Современные интеграционные технологии""",Исключен,36,19.01.2010 00:00:00,1037739036257,7715274250,не указано,не указано,1000000,не указано
588,"Общество с ограниченной ответственностью ""Строительная Компания - МонтажЛифтСервис""",Исключен,170,22.03.2010 00:00:00,1057746378030,7702556352,не указано,не указано,500000,не указано
589,"Общество с ограниченной ответственностью ""ФМВ Индустриеанлагенбау Гмбх""",Исключен,284,21.05.2010 00:00:00,0000000000000,9909292117,не указано,не указано,300000,не указано
590,"Общество с ограниченной ответственностью ""С-инжиниринг""",Исключен,87-С,16.09.2011 00:00:00,1117746696726,7720726889,не указано,не указано,300000,не указано
591,"Общество с ограниченной ответственностью ""Предприятие КОМПЛЕКТ-Б""",Исключен,192,08.07.2013 00:00:00,1037717017854,7717022032,не указано,не указано,300000,не указано
592,"Общество с ограниченной ответственностью ""ЭКСПО""",Исключен,51,16.06.2011 00:00:00,1117746441977,7736631618,не указано,не указано,300000,не указано
593,"Общество с ограниченной ответственностью ""Техцентр""",Исключен,352,16.11.2010 00:00:00,5077746416358,7720579553,не указано,не указано,300000,не указано
594,"Общество с ограниченной ответственностью ""Строй-Лидер""",Исключен,250,28.04.2010 00:00:00,1035004150818,5021012687,не указано,не указано,300000,не указано
595,"Муниципальное унитарное предприятие городского округа Домодедово ""Теплосеть""",Исключен,121,02.03.2012 00:00:00,1035002001869,5009022752,не указано,не указано,300000,не указано
596,"Общество с ограниченной ответственностью ""ПУШРЕМСТРОЙ""",Исключен,75,12.02.2009 00:00:00,1025003213806,5038025155,не указано,не указано,1000000,не указано
597,"Общество с ограниченной ответственностью ""МО НЕСТ""",Исключен,150,24.08.2012 00:00:00,1125024002267,5024127238,не указано,не указано,1000000,не указано
598,"Общество с ограниченной ответственностью ""Медвежьи Озера""",Исключен,295,16.11.2009 00:00:00,1035010221674,5050030345,не указано,не указано,300000,не указано
599,"Общество с ограниченной ответственностью ""Сервисный центр - Энергия Урала""",Исключен,89,24.10.2011 00:00:00,1025600897365,5609031558,не указано,не указано,300000,не указано
600,"Общество с ограниченной ответственностью ""Транзитстрой""",Исключен,232,03.11.2009 00:00:00,1071434004047,1434035424,не указано,не указано,300000,не указано
601,"Общество с ограниченной ответственностью ""Спектр""",Исключен,277,09.11.2009 00:00:00,1032319136607,2334018113,не указано,не указано,300000,не указано
602,"Общество с ограниченной ответственностью ""ГЛАРАНД""",Исключен,477,25.12.2009 00:00:00,1067746100894,7722566824,не указано,не указано,300000,не указано
603,"Общество с ограниченной ответственностью ""КАНАЛ-СЕРВИС+""",Исключен,440,15.12.2009 00:00:00,1025001626759,5013044981,не указано,не указано,300000,не указано
604,"Закрытое акционерное общество ""Интерактивные системы""",Исключен,158,09.10.2012 00:00:00,1087746152361,7705827530,не указано,не указано,500000,не указано
605,"Общество с ограниченной ответственностью ""Экстра Траст Холдинг""",Исключен,240,04.11.2009 00:00:00,1024700876496,4704023026,не указано,не указано,300000,не указано
606,"Общество с ограниченной ответственностью ""Архитектурно-строительная компания Паттерани""",Исключен,427,14.12.2009 00:00:00,1047796241283,7729505972,не указано,не указано,не указано,не указано
607,"Общество с ограниченной ответственностью ""Трансстройинжиниринг""",Исключен,37,19.01.2010 00:00:00,1022302394344,2315080973,не указано,не указано,1000000,не указано
608,"Закрытое акционерное общество ""Электропроект""",Исключен,118,28.02.2012 00:00:00,5077746742926,7743642459,не указано,не указано,2000000,не указано
609,"Общество с ограниченной ответственностью ""МАГАДАНСТАЛЬИЗДЕЛИЯ""",Исключен,310,16.11.2009 00:00:00,1074910002386,4909095374,не указано,не указано,не указано,не указано
610,"Акционерное общество ""Объединенная горно-строительная компания""",Исключен,83,12.02.2010 00:00:00,1087746285076,7714730823,300000,не превышает шестьдесят миллионов рублей,0,не указано
611,"Общество с ограниченной ответственностью ""РСУ-6""",Исключен,23,18.01.2010 00:00:00,1025902033266,5920011517,не указано,не указано,1000000,не указано
612,"Общество с ограниченной ответственностью ""Технопрофф""",Исключен,59,12.02.2009 00:00:00,1085027612108,5026013589,не указано,не указано,не указано,не указано
613,"Общество с ограниченной ответственностью ""Строй Хауз""",Исключен,19,01.03.2011 00:00:00,1077760854357,7708650023,не указано,не указано,500000,не указано
614,"Общество с ограниченной ответственностью ""КАПИТАЛ-АС""",Исключен,81,30.08.2011 00:00:00,1037700161531,7719212751,не указано,не указано,300000,не указано
615,"Публичное акционерное общество ""Долгопрудненское научно-производственное предприятие""",Исключен,35,22.04.2011 00:00:00,1025001202544,5008000322,не указано,не указано,300000,не указано
616,"Общество с ограниченной ответственностью ""Лоджик капитал""",Исключен,60,01.07.2011 00:00:00,1027739445018,7703253946,800000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
617,"Общество с ограниченной ответственностью ""РусСтройСервис""",Исключен,184,10.06.2013 00:00:00,1137746425475,7706794781,не указано,не указано,300000,не указано
618," Общество с ограниченной ответственностью ""Талион Люкс""",Исключен,245,08.10.2014 00:00:00,5147746381294,7728897205,300000,не превышает шестьдесят миллионов рублей,0,не указано
619,"Аакционерное общество Финансово-строительное объединение ""Русский Город""",Исключен,154,25.09.2012 00:00:00,1127746343339,7733801371,не указано,не указано,300000,не указано
620,"Государственное автономное учреждение ""Центр энегосберегающих технологий Республики Татарстан при Кабинете Министров Республики Татарстан""",Исключен,390,02.12.2009 00:00:00,1021602848519,1654029730,не указано,не указано,не указано,не указано
621,"Общество с ограниченной ответственностью ""Европанорама""",Исключен,271,06.11.2009 00:00:00,1077847003101,7804355373,не указано,не указано,не указано,не указано
622,"Общество с ограниченной ответственностью ""Финансово-строительная компания ""АРКСТРОЙ""",Исключен,130,16.04.2012 00:00:00,1117746581149,7714846232,не указано,не указано,300000,не указано
623,"Общество с ограниченной ответственностью ""Строительное предприятие ""КомплексСтрой""",Исключен,195,24.07.2013 00:00:00,1137847263080,7816566107,не указано,не указано,300000,не указано
624,"Общество с ограниченной ответственностью ""Ялка-Саврополь""",Исключен,251,11.11.2014 00:00:00,1142651017684,2635831555,не указано,не указано,300000,не указано
625,"Общество с ограниченной ответственностью ""ТЛС ВЕСТА""",Исключен,50,14.06.2011 00:00:00,5147746406320,7708826661,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
626,"Общество с ограниченной ответственностью ""НАТЛ""",Исключен,455,17.12.2009 00:00:00,1027700110240,7723000206,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
627,"Общество с ограниченной ответственностью ""Привод плюс""",Исключен,435,15.12.2009 00:00:00,5147746200289,7719891817,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
628,"Общество с ограниченной ответственностью ""ДальЛуч ЖД""",Исключен,155,22.03.2010 00:00:00,1032500697613,2508059752,не указано,не указано,не указано,не указано
629,"Акционерное общество ""Унихимтек-Центр""",Исключен,319,17.11.2009 00:00:00,1047796903000,7729516484,не указано,не указано,300000,не указано
630,"Общество с ограниченной ответственностью ""АСУ ПРО""",Исключен,85,12.02.2009 00:00:00,1045605467423,5610083053,не указано,не указано,не указано,не указано
631,"Общество с ограниченной ответственностью ""Газпром добыча шельф Южно-Сахалинск""",Исключен,257,20.01.2015 00:00:00,5087746110788,7725646034,не указано,не указано,не указано,не указано
632,"Общество с ограниченной ответственностью ""АВТОГАЗ""",Исключен,350,15.11.2010 00:00:00,1036405300755,6453054541,не указано,не указано,300000,не указано
633,"Муниципальное казенное учреждение ""Водосток""",Исключен,114,12.02.2009 00:00:00,1145029024403,5029192914,не указано,не указано,300000,не указано
634,"Общество с ограниченной ответственностью ""Латко""",Исключен,104,12.02.2010 00:00:00,5087746247420,7735544930,не указано,не указано,300000,не указано
635,"Общество с ограниченной ответственностью ""ИНЖЕНЕРНО-ЭКОЛОГИЧЕСКАЯ ЗАЩИТА""",Исключен,195,07.04.2010 00:00:00,1025005688290,5044027182,не указано,не указано,300000,не указано
636,"Общество с ограниченной ответственностью ""Лобненский Водоканал""",Исключен,473,23.12.2009 00:00:00,1035004801050,5025017750,не указано,не указано,300000,не указано
637,"Закрытое акционерное общество ""Союзэлектромонтаж""",Исключен,59,28.06.2011 00:00:00,1103805000452,3805000390,не указано,не указано,300000,не указано
638,"Общество с ограниченной ответственностью ""ТермоПолис""",Исключен,381,02.12.2009 00:00:00,1025500739395,5502039152,не указано,не указано,не указано,не указано
639,"Федеральное государственное унитарное предприятие ""Опытное конструкторское бюро ""Факел""",Исключен,3,14.01.2011 00:00:00,1023901002927,3906013389,не указано,не указано,300000,не указано
640,"Федеральное государственное бюджетное учреждение ""Троицкинвестстрой"" Российской академии наук",Исключен,235,20.04.2010 00:00:00,1025006038793,5046050268,не указано,не указано,300000,не указано
641,"Общество с ограниченной ответственностью ""АТИКА""",Исключен,404,10.12.2009 00:00:00,1026501203772,6518005778,не указано,не указано,1000000,не указано
642,"Общество с ограниченной ответственностью ""Азимут-Сервис""",Исключен,66,13.07.2011 00:00:00,1086317005224,6317076000,не указано,не указано,300000,не указано
643,"Общество с ограниченной ответственностью ""Юг Энерго Строй Монтаж""",Исключен,422,14.12.2009 00:00:00,1083460004022,3446030470,не указано,не указано,1000000,не указано
644,"Общество с ограниченной ответственностью ""ТехноВЭЛ""",Исключен,130,01.03.2010 00:00:00,1062930012530,2921010060,не указано,не указано,300000,не указано
645,"Общество с ограниченной ответственностью ""ДОЛИНА-СЕРВИС""",Исключен,275,09.11.2009 00:00:00,1025005915945,5045020253,не указано,не указано,300000,не указано
646,"Открытое акционерное общество ""Научный центр прединвестиционных исследований""",Исключен,146,03.08.2012 00:00:00,1027700209921,7713273042,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
647,"Общество с ограниченной ответственностью ""Газсистеммонтаж""",Исключен,391,03.12.2009 00:00:00,1025003217502,5027075813,не указано,не указано,300000,не указано
648,"Общество с ограниченной ответственностью ""Новтехстрой""",Исключен,170,21.09.2009 00:00:00,1025300811337,5321060152,не указано,не указано,500000,не указано
649,"Общество с ограниченной ответственностью ""ДОМ-СТРОЙ""",Исключен,179,22.03.2010 00:00:00,1045009553258,5047059263,не указано,не указано,1000000,не указано
650,"Общество с ограниченной ответственностью ""Туапсеморнефтегаз""",Исключен,208,16.12.2013 00:00:00,0000000000000,9909390379,300000,не превышает шестьдесят миллионов рублей,0,не указано
651,"Общество с ограниченной ответственностью ""МЭМП""",Исключен,55,12.02.2009 00:00:00,1037739743887,7711071690,не указано,не указано,300000,не указано
652,"Общество с ограниченной ответственностью ""Технологическая лаборатория""",Исключен,136,22.06.2009 00:00:00,1025003533323,5029064253,не указано,не указано,не указано,не указано
653,"Общество с ограниченной ответственностью ""СибирьИнвест""",Исключен,246,04.11.2009 00:00:00,1062460048661,2460079780,не указано,не указано,300000,не указано
654,"Общество с ограниченной ответственностью ""АрктикСтройМост""",Исключен,41,20.05.2011 00:00:00,1117746218754,8904066627,не указано,не указано,3000000,не указано
655,"Общество с ограниченной ответственностью ""Норд Атлантик Менеджмент""",Исключен,229,24.06.2014 00:00:00,5137746227592,7710954780,не указано,не указано,300000,не указано
656,"Общество с ограниченной ответственностью ""Севкавгеопроектстрой""",Исключен,44,02.06.2011 00:00:00,1092632002770,2632096607,не указано,не указано,не указано,не указано
657,"Общество с ограниченной ответственностью ""Строй-Сервис МСК""",Исключен,26,31.03.2011 00:00:00,1137746062057,7713761642,не указано,не указано,300000,не указано
658,"Закрытое акционерное общество ""МСК Классик""",Исключен,298,16.11.2009 00:00:00,1087746548933,7714738780,не указано,не указано,1000000,не указано
659,"Общество с ограниченной ответственностью ""Инвестиционно-финансовая компания ""Риал Эстейт Девелопмент""",Исключен,92,12.02.2010 00:00:00,5077746280739,7704639702,не указано,не указано,500000,не указано
660,"Общество с ограниченной ответственностью ""ПластМонтажСтрой""",Исключен,61,20.01.2010 00:00:00,1055013019665,5027110024,не указано,не указано,300000,не указано
661,"Общество с ограниченной ответственностью ""АРГУС ТЕК""",Исключен,74,21.01.2010 00:00:00,1077763892260,7722633492,не указано,не указано,300000,не указано
662,"Общество с ограниченной ответственностью ""ЯмалСтройДор"" Север",Исключен,217,18.02.2014 00:00:00,1138901001315,8902015313,не указано,не указано,500000,не указано
663,"Общество с ограниченной ответственностью ""Сибэкс""",Исключен,306,16.11.2009 00:00:00,1046605204183,6674139641,не указано,не указано,не указано,не указано
664,"Общество с ограниченной ответственностью ""АВТОДОРСЕРВИС""",Исключен,136,02.05.2012 00:00:00,1117847315409,7802758560,не указано,не указано,не указано,не указано
665,"Общество с ограниченной ответственностью ""ВологдаСпецстрой""",Исключен,198,19.10.2009 00:00:00,1123525010960,3525282343,не указано,не указано,300000,не указано
666,"Общество с ограниченной ответственностью ""Ляй АГ Бау""",Исключен,393,03.12.2009 00:00:00,1057746130397,7727532787,2000000,не превышает десять миллиардов рублей,0,не указано
667,"Общество с ограниченной ответственностью ""ПетроФайбер""",Исключен,193,23.07.2013 00:00:00,1087154015354,7116500679,не указано,не указано,не указано,не указано
668,"Общество с ограниченной ответственностью ""СтройРазвитие""",Исключен,332,29.09.2010 00:00:00,1045003052885,5017054476,не указано,не указано,300000,не указано
669,"Акционерное общество ""ТРЭИ""",Исключен,197,19.10.2009 00:00:00,1155835002443,5835112634,не указано,не указано,не указано,не указано
670,"Общество с ограниченной ответственностью ""Олимп-Альянс""",Исключен,315,18.08.2010 00:00:00,1045010216481,5050050415,не указано,не указано,300000,не указано
671,"Общество с ограниченной ответственностью ""ОбноваСтрой М""",Исключен,143,10.07.2012 00:00:00,1117746351150,7727749331,не указано,не указано,300000,не указано
672,"Общество с ограниченной ответственностью ""Гривна""",Исключен,61,01.07.2011 00:00:00,1025202391136,5257021121,не указано,не указано,2000000,не указано
673,"Общество с ограниченной ответственностью ""Инжиниринговая компания АКВАНН""",Исключен,334,29.09.2010 00:00:00,1105257001376,5257115362,не указано,не указано,500000,не указано
674,"Общество с ограниченной ответственностью ""ТеплоЭнергоСистемы""",Исключен,254,03.05.2010 00:00:00,1053455004569,3405010958,не указано,не указано,300000,не указано
675,"Общество с ограниченной ответственностью ""ИнжСтройЭнергоСервис""",Исключен,226,14.05.2014 00:00:00,1127746652098,7719820260,не указано,не указано,300000,не указано
676,"Общество с ограниченной ответственностью Сервисная Компания ""СпецКомпрессорМаш""",Исключен,188,25.06.2013 00:00:00,1078602005569,8602029403,не указано,не указано,не указано,не указано
677,"Общество с ограниченной ответственностью НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА ""ФОТОН""",Исключен,162,22.03.2010 00:00:00,1037739334588,7702140442,не указано,не указано,300000,не указано
678,"Общество с ограниченной ответственностью ""Строитель""",Исключен,185,01.10.2009 00:00:00,1091665000107,1640004573,не указано,не указано,500000,не указано
679,"Общество с ограниченной ответственностью ""СТРОЙМЕХПРОЕКТ-П""",Исключен,163,21.09.2009 00:00:00,1027700464934,7708186845,500000,не превышает пятьсот миллионов рублей,2500000,не превышает пятьсот миллионов рублей
680,"Общество с ограниченной ответственностью ""СвязьСистемСервис""",Исключен,57,20.01.2010 00:00:00,1025202273128,5256003296,не указано,не указано,не указано,не указано
681,"Общество с ограниченной ответственностью ""Газ-Сити""",Исключен,141,22.06.2009 00:00:00,1097746219691,7716640131,300000,не превышает шестьдесят миллионов рублей,0,не указано
682,"Общество с ограниченной ответственностью ""Научно-производственный центр ""Интелком""",Исключен,289,16.11.2009 00:00:00,1025002026884,5054001225,не указано,не указано,300000,не указано
683,"Общество с ограниченной ответственностью научно-производственное предприятие ""Инжпроектстрой""",Исключен,285,12.11.2009 00:00:00,1025203736470,5262037470,не указано,не указано,300000,не указано
684,"Общество с ограниченной ответственностью ""Строй Инвест Проект""",Исключен,280,10.11.2009 00:00:00,1057747875591,7708571131,не указано,не указано,300000,не указано
685,"Общество с ограниченной ответственностью ""Интер Плюс""",Исключен,304,16.11.2009 00:00:00,1024200549097,4202018872,не указано,не указано,300000,не указано
686,"Общество с ограниченной ответственностью ""Фаскон-II""",Исключен,320,17.11.2009 00:00:00,1065012028289,5012038167,не указано,не указано,300000,не указано
687,"Общество с ограниченной ответственностью ""Стройуниверсал""",Исключен,62,20.01.2010 00:00:00,1035009950975,5048005800,не указано,не указано,300000,не указано
